,meter_x,variation,seed_word,prompt,response,line_txt,txt,meter_y,stress,score,num_viols,ambig
209,of blank verse,with a trochaic inversion after a caesura,giraffe,write a line of blank verse including the word giraffe with a trochaic inversion after a caesura,The dusk conceals its grace; a **giraffe** now strides.,The dusk conceals its grace; a **giraffe** now strides.,the DUSK con CEALS its GRACE A gi RAFFE now STRIDES,-+-+-++-+-+,-+-+-+--+++,2.0,2,2
210,of blank verse,with a trochaic inversion after a caesura,gazelle,write a line of blank verse including the word gazelle with a trochaic inversion after a caesura,"The hunter paused; with grace, the gazelle leapt.","The hunter paused; with grace, the gazelle leapt.",the HUN ter PAUSED with GRACE THE ga ZELLE leapt,-+-+-++-+-,-+-+-+--++,2.0,2,4
211,of blank verse,with a trochaic inversion after a caesura,baboon,write a line of blank verse including the word baboon with a trochaic inversion after a caesura,The moonlight glows; a baboon leaps to tree.,The moonlight glows; a baboon leaps to tree.,the MOON light GLOWS A ba BOON.LEAPS to TREE,-+-++-++-+,-+++--++-+,3.0,3,3
212,of blank verse,with a trochaic inversion after a caesura,raccoon,write a line of blank verse including the word raccoon with a trochaic inversion after a caesura,The trash lids clanged; a raccoon scurried past.,The trash lids clanged; a raccoon scurried past.,the TRASH lids CLANGED A rac COON.SCUR ried PAST,-+-++-++-+,-+++--++-+,3.0,3,5
213,of blank verse,with a trochaic inversion after a caesura,macaw,write a line of blank verse including the word macaw with a trochaic inversion after a caesura,The cage stands empty; brightly screams the macaw.,The cage stands empty; brightly screams the macaw.,the CAGE stands EMP ty BRIGH tly SCREAMS the.ma CAW,-+-+-+-+--+,-+++-+-+--+,2.0,2,3
214,of blank verse,with a trochaic inversion after a caesura,alpaca,write a line of blank verse including the word alpaca with a trochaic inversion after a caesura,They raised the alpaca; soft its coat does gleam.,They raised the alpaca; soft its coat does gleam.,they RAISED the.al PA ca SOFT its COAT does GLEAM,-+--+-+-+-+,-+--+-+-+-+,1.0,1,3
215,of blank verse,with a trochaic inversion after a caesura,hyena,write a line of blank verse including the word hyena with a trochaic inversion after a caesura,The sun retreats; // a hyena prowls the night.,The sun retreats; // a hyena prowls the night.,the SUN re TREATS A hye N a PROWLS the NIGHT,-+-++-+-+-+,-+-+--+-+-+,1.0,1,2
216,of blank verse,with a trochaic inversion after a caesura,chinchilla,write a line of blank verse including the word chinchilla with a trochaic inversion after a caesura,The soft chinchilla leaps; its fur like dusk.,The soft chinchilla leaps; its fur like dusk.,the SOFT chinc HIL la LEAPS its FUR like DUSK,-+-+-+-+-+,-+-+-+-+-+,0,0,1
217,of blank verse,with a trochaic inversion after a caesura,coyote,write a line of blank verse including the word coyote with a trochaic inversion after a caesura,"The moonlight fades; coyote howls, then echoes.","The moonlight fades; coyote howls, then echoes.",the MOON light FADES coy O te HOWLS then EC hoes,-+-+-+-+-+-,-+++-+-+-+-,1.0,1,2
218,of blank verse,with a trochaic inversion after a caesura,gorilla,write a line of blank verse including the word gorilla with a trochaic inversion after a caesura,"The forest stirs; gorilla strides, immense.","The forest stirs; gorilla strides, immense.",the FO rest STIRS go RIL la STRIDES im MENSE,-+-+-+-+-+,-+-+-+-+-+,0,0,1
219,of blank verse,with a trochaic inversion after a caesura,kangaroo,write a line of blank verse including the word kangaroo with a trochaic inversion after a caesura,The moonlight glows; a *kangaroo* leaps high.,The moonlight glows; a *kangaroo* leaps high.,the MOON light GLOWS a KAN ga ROO leaps HIGH,-+-+-+-+-+,-+++-+-+++,2.0,2,1
221,of blank verse,with a trochaic inversion after a caesura,porcupine,write a line of blank verse including the word porcupine with a trochaic inversion after a caesura,"The forest stirs; amidst the pines, a porcupine.","The forest stirs; amidst the pines, a porcupine.",the FO rest STIRS a MIDST the PINES a POR cu PINE,-+-+-+-+-+-+,-+-+-+-+-+-+,0,0,1
222,of blank verse,with a trochaic inversion after a caesura,pangolin,write a line of blank verse including the word pangolin with a trochaic inversion after a caesura,"Its scales like armor gleam, // pangolin strides bold.","Its scales like armor gleam, // pangolin strides bold.",its SCALES like AR mor GLEAM PAN go LIN strides BOLD,-+-+-++-+-+,-+-+-++-+++,1.0,1,1
223,of blank verse,with a trochaic inversion after a caesura,ocelot,write a line of blank verse including the word ocelot with a trochaic inversion after a caesura,The forest sleeps; an ocelot now prowls.,The forest sleeps; an ocelot now prowls.,the FO rest SLEEPS an O ce LOT now PROWLS,-+-+-+-+-+,-+-+-+-+++,1.0,1,1
224,of blank verse,with a trochaic inversion after a caesura,lemur,write a line of blank verse including the word lemur with a trochaic inversion after a caesura,The forest stirs; a lemur leaps with grace.,The forest stirs; a lemur leaps with grace.,the FO rest STIRS a LE mur LEAPS with GRACE,-+-+-+-+-+,-+-+-+-+-+,0,0,1
225,of blank verse,with a trochaic inversion after a caesura,lemming,write a line of blank verse including the word lemming with a trochaic inversion after a caesura,The lemming paused; then bound across the edge.,The lemming paused; then bound across the edge.,the LEM ming PAUSED then BOUND a CROSS the EDGE,-+-+-+-+-+,-+-+-+-+-+,0,0,1
226,of blank verse,with a trochaic inversion after a caesura,otter,write a line of blank verse including the word otter with a trochaic inversion after a caesura,The stream grew still; an **otter** glides unseen.,The stream grew still; an **otter** glides unseen.,the STREAM grew STILL an OT ter GLIDES un SEEN,-+-+-+-+-+,-+++-+-+-+,1.0,1,1
227,of blank verse,with a trochaic inversion after a caesura,parrot,write a line of blank verse including the word parrot with a trochaic inversion after a caesura,The cage is open; parrot flies away.,The cage is open; parrot flies away.,the CAGE is O pen PAR rot FLIES a WAY,-+-+-+-+-+,-+-+-+-+-+,0,0,1
228,of blank verse,with a trochaic inversion after a caesura,squirrel,write a line of blank verse including the word squirrel with a trochaic inversion after a caesura,"The squirrel darts, // to grasp the falling oak.","The squirrel darts, // to grasp the falling oak.",the SQUIR rel DARTS to GRASP the FAL ling OAK,-+-+-+-+-+,-+-+-+-+-+,0,0,1
229,of blank verse,with an inverted metrical foot,bear,write a line of blank verse including the word bear with an inverted metrical foot,"To bear such weight, the weary soul must rise.","To bear such weight, the weary soul must rise.",to BEAR such WEIGHT the WEA ry SOUL must RISE,-+-+-+-+-+,-+-+-+-+-+,0,0,1
230,of blank verse,with an inverted metrical foot,whale,write a line of blank verse including the word whale with an inverted metrical foot,A whale beneath the waves does shift with grace.,A whale beneath the waves does shift with grace.,a WHALE be NEATH the WAVES does SHIFT with GRACE,-+-+-+-+-+,-+-+-+-+-+,0,0,1
231,of blank verse,with an inverted metrical foot,sloth,write a line of blank verse including the word sloth with an inverted metrical foot,"Sloth lingers near, beneath the shaded boughs.","Sloth lingers near, beneath the shaded boughs.",sloth LIN gers NEAR be NEATH the SHA ded BOUGHS,-+-+-+-+-+,++-+-+-+-+,1.0,1,2
232,of blank verse,with an inverted metrical foot,cat,write a line of blank verse including the word cat with an inverted metrical foot,"Upon the windowsill, the cat does lie.","Upon the windowsill, the cat does lie.",u PON the WIN dow SILL the CAT does LIE,-+-+-+-+-+,-+-+-+-+-+,0,0,1
233,of blank verse,with an inverted metrical foot,dog,write a line of blank verse including the word dog with an inverted metrical foot,A dog beneath the moonlight stands alone.,A dog beneath the moonlight stands alone.,a DOG be NEATH the MOON light STANDS a LONE,-+-+-+-+-+,-+-+-+++-+,1.0,1,1
234,of blank verse,with an inverted metrical foot,giraffe,write a line of blank verse including the word giraffe with an inverted metrical foot,A tall giraffe among the trees does stride.,A tall giraffe among the trees does stride.,a TALL gi RAFFE a MONG the TREES does STRIDE,-+-+-+-+-+,-+-+-+-+-+,0,0,1
235,of blank verse,with an inverted metrical foot,gazelle,write a line of blank verse including the word gazelle with an inverted metrical foot,A gazelle bounds with grace across the plain.,A gazelle bounds with grace across the plain.,a.ga ZELLE.BOUNDS with GRACE a CROSS the PLAIN,--++-+-+-+,--++-+-+-+,2.0,2,4
236,of blank verse,with an inverted metrical foot,baboon,write a line of blank verse including the word baboon with an inverted metrical foot,"Upon the branch, the baboon slowly swayed.","Upon the branch, the baboon slowly swayed.",u PON the BRANCH THE ba BOON.SLOW ly SWAYED,-+-++-++-+,-+-+--++-+,2.0,2,4
237,of blank verse,with an inverted metrical foot,raccoon,write a line of blank verse including the word raccoon with an inverted metrical foot,A sly raccoon beneath the moon it prowls.,A sly raccoon beneath the moon it prowls.,a SLY rac COON be NEATH the MOON it PROWLS,-+-+-+-+-+,-+-+-+-+-+,0,0,1
238,of blank verse,with an inverted metrical foot,macaw,write a line of blank verse including the word macaw with an inverted metrical foot,"A vibrant macaw, its feathers bold, takes flight.","A vibrant macaw, its feathers bold, takes flight.",a VI brant.ma CAW its FEAT hers BOLD takes FLIGHT,-+--+-+-+-+,-+--+-+-+++,2.0,2,11
239,of blank verse,with an inverted metrical foot,alpaca,write a line of blank verse including the word alpaca with an inverted metrical foot,An alpaca climbs high through mountain winds,An alpaca climbs high through mountain winds,an.al PA ca CLIMBS.HIGH through MOUN tain WINDS,--+-++-+-+,--+-++-+-+,2.0,2,3
241,of blank verse,with an inverted metrical foot,chinchilla,write a line of blank verse including the word chinchilla with an inverted metrical foot,A chinchilla leaps through night's soft embrace.,A chinchilla leaps through night's soft embrace.,a.chinc HIL la LEAPS through NIGHT'S.SOFT em BRACE,--+-+-++-+,--+-+-++-+,2.0,2,5
242,of blank verse,with an inverted metrical foot,coyote,write a line of blank verse including the word coyote with an inverted metrical foot,Coyote prowls beneath the midnight sky.,Coyote prowls beneath the midnight sky.,coy O te PROWLS be NEATH the MI dnight SKY,-+-+-+-+-+,-+-+-+-+++,1.0,1,1
243,of blank verse,with an inverted metrical foot,gorilla,write a line of blank verse including the word gorilla with an inverted metrical foot,"A gorilla leaps, its shadow stretched in dusk.","A gorilla leaps, its shadow stretched in dusk.",a.go RIL la LEAPS its SHA dow STRETCHED in DUSK,--+-+-+-+-+,--+-+-+-+-+,1.0,1,2
244,of blank verse,with an inverted metrical foot,kangaroo,write a line of blank verse including the word kangaroo with an inverted metrical foot,A kangaroo leaps wildly through the brush.,A kangaroo leaps wildly through the brush.,a KAN ga ROO leaps WIL dly THROUGH the BRUSH,-+-+-+-+-+,-+-+++---+,2.0,2,1
245,of blank verse,with an inverted metrical foot,platypus,write a line of blank verse including the word platypus with an inverted metrical foot,"Upon the stream, the platypus glides with grace.","Upon the stream, the platypus glides with grace.",u PON the STREAM the PLA ty PUS.GLIDES with GRACE,-+-+-+-++-+,-+-+-+-++-+,1.0,1,4
246,of blank verse,with an inverted metrical foot,porcupine,write a line of blank verse including the word porcupine with an inverted metrical foot,A porcupine beneath the stars now stirs.,A porcupine beneath the stars now stirs.,a POR cu PINE be NEATH the STARS now STIRS,-+-+-+-+-+,-+-+-+-+++,1.0,1,1
247,of blank verse,with an inverted metrical foot,pangolin,write a line of blank verse including the word pangolin with an inverted metrical foot,"A pangolin, with scales that gleam, does roam.","A pangolin, with scales that gleam, does roam.",a PAN go LIN with SCALES that GLEAM does ROAM,-+-+-+-+-+,-+-+-+-+-+,0,0,1
248,of blank verse,with an inverted metrical foot,ocelot,write a line of blank verse including the word ocelot with an inverted metrical foot,An ocelot beneath the moonlight prowls.,An ocelot beneath the moonlight prowls.,an O ce LOT be NEATH the MOON light PROWLS,-+-+-+-+-+,-+-+-+-+++,1.0,1,1
249,of blank verse,with an inverted metrical foot,lemur,write a line of blank verse including the word lemur with an inverted metrical foot,"A lemur leaps through shadows, swift and bright.","A lemur leaps through shadows, swift and bright.",a LE mur LEAPS through SHA.DOWS SWIFT and BRIGHT,-+-+-+++-+,-+-+-+++-+,0,0,1
250,of blank verse,with an inverted metrical foot,lemming,write a line of blank verse including the word lemming with an inverted metrical foot,"Toward cliffs the lemming leaps, defying fate.","Toward cliffs the lemming leaps, defying fate.",TO ward CLIFFS the LEM ming LEAPS de FY ing FATE,+-+-+-+-+-+,+-+-+-+-+-+,0,0,1
251,of blank verse,with an inverted metrical foot,otter,write a line of blank verse including the word otter with an inverted metrical foot,"Among the reeds, an otter slips unseen.","Among the reeds, an otter slips unseen.",a MONG the REEDS an OT ter SLIPS un SEEN,-+-+-+-+-+,-+-+-+-+-+,0,0,1
252,of blank verse,with an inverted metrical foot,parrot,write a line of blank verse including the word parrot with an inverted metrical foot,The parrot squawked with fierce and raucous cries.,The parrot squawked with fierce and raucous cries.,the PAR rot SQUAWKED with FIERCE and RAU cous CRIES,-+-+-+-+-+,-+-+-+-+-+,0,0,1
253,of blank verse,with an inverted metrical foot,squirrel,write a line of blank verse including the word squirrel with an inverted metrical foot,A squirrel darts across the shadowed path.,A squirrel darts across the shadowed path.,a SQUIR rel DARTS a CROSS the SHA dowed PATH,-+-+-+-+-+,-+-+-+-+-+,0,0,1
254,in meter,none,bear,write a line in meter including the word bear ,"Upon the snowy peak, I saw the bear.","Upon the snowy peak, I saw the bear.",u PON the SNO wy PEAK i SAW the BEAR,-+-+-+-+-+,-+-+-+-+-+,0,0,1
255,in meter,none,whale,write a line in meter including the word whale ,"Beneath the waves, the mighty whale moves free.","Beneath the waves, the mighty whale moves free.",be NEATH the WAVES the MIGH ty WHALE moves FREE,-+-+-+-+-+,-+-+-+-+++,1.0,1,1
256,in meter,none,sloth,write a line in meter including the word sloth ,"Beneath the sun, the sloth does calmly sway.","Beneath the sun, the sloth does calmly sway.",be NEATH the SUN the SLOTH does CALM ly SWAY,-+-+-+-+-+,-+-+-+-+-+,0,0,1
257,in meter,none,cat,write a line in meter including the word cat ,"Upon the windowsill, there lies the cat.","Upon the windowsill, there lies the cat.",u PON the WIN dow SILL there LIES the CAT,-+-+-+-+-+,-+-+-+-+-+,0,0,1
258,in meter,none,dog,write a line in meter including the word dog ,"Beneath the moon, the dog begins to howl.","Beneath the moon, the dog begins to howl.",be NEATH the MOON the DOG be GINS to HOWL,-+-+-+-+-+,-+-+-+-+-+,0,0,1
259,in meter,none,giraffe,write a line in meter including the word giraffe ,"Beneath the moon, the graceful giraffe strides tall.","Beneath the moon, the graceful giraffe strides tall.",be NEATH the MOON the GRA ceful.gi RAFFE strides TALL,-+-+-+--+-+,-+-+-+--+++,2.0,2,4
260,in meter,none,gazelle,write a line in meter including the word gazelle ,"Beneath the moon, there leapt the swift gazelle.","Beneath the moon, there leapt the swift gazelle.",be NEATH the MOON there LEAPT the SWIFT ga ZELLE,-+-+-+-+-+,-+-+-+-+-+,0,0,1
261,in meter,none,baboon,write a line in meter including the word baboon ,The brazen baboon beneath the moonlight swayed.,The brazen baboon beneath the moonlight swayed.,the BRA zen.ba BOON be NEATH the MOON light SWAYED,-+--+-+-+-+,-+--+-+-+++,2.0,2,4
262,in meter,none,raccoon,write a line in meter including the word raccoon ,A crafty raccoon prowls beneath the moon.,A crafty raccoon prowls beneath the moon.,a CRAF ty.rac COON.PROWLS be NEATH the MOON,-+--++-+-+,-+--++-+-+,2.0,2,5
263,in meter,none,macaw,write a line in meter including the word macaw ,"Beneath the verdant trees, the bright macaw.","Beneath the verdant trees, the bright macaw.",be NEATH the VER dant TREES the BRIGHT ma CAW,-+-+-+-+-+,-+-+-+-+-+,0,0,1
264,in meter,none,alpaca,write a line in meter including the word alpaca ,"Through valleys green, there strolls the soft alpaca.","Through valleys green, there strolls the soft alpaca.",through VAL leys GREEN there STROLLS the SOFT al PA ca,-+-+-+-+-+-,-+-+-+-+-+-,0,0,1
266,in meter,none,chinchilla,write a line in meter including the word chinchilla ,"Beneath the moon, a quiet chinchilla springs.","Beneath the moon, a quiet chinchilla springs.",be NEATH the MOON a QUI et.chinc HIL la SPRINGS,-+-+-+--+-+,-+-+-+--+-+,1.0,1,4
267,in meter,none,coyote,write a line in meter including the word coyote ,The moonlit call of coyote breaks the night.,The moonlit call of coyote breaks the night.,the MOON lit CALL of COY ote BREAKS the NIGHT,-+-+-+-+-+,-+++-+-+-+,1.0,1,1
268,in meter,none,gorilla,write a line in meter including the word gorilla ,"Beneath the moon, the mighty gorilla roams.","Beneath the moon, the mighty gorilla roams.",be NEATH the MOON the MIGH ty.go RIL la ROAMS,-+-+-+--+-+,-+-+-+--+-+,1.0,1,4
269,in meter,none,kangaroo,write a line in meter including the word kangaroo ,"Beneath the moon, I saw the kangaroo.","Beneath the moon, I saw the kangaroo.",be NEATH the MOON i SAW the KAN ga ROO,-+-+-+-+-+,-+-+-+-+-+,0,0,1
270,in meter,none,platypus,write a line in meter including the word platypus ,"Upon the stream, the platypus glides near.","Upon the stream, the platypus glides near.",u PON the STREAM the PLA ty PUS glides NEAR,-+-+-+-+-+,-+-+-+-+++,1.0,1,2
271,in meter,none,porcupine,write a line in meter including the word porcupine ,"Beneath the moon, the wary porcupine.","Beneath the moon, the wary porcupine.",be NEATH the MOON the WA ry POR cu PINE,-+-+-+-+-+,-+-+-+-+-+,0,0,1
272,in meter,none,pangolin,write a line in meter including the word pangolin ,"Beneath the moon, the midnight pangolin roams.","Beneath the moon, the midnight pangolin roams.",be NEATH the MOON the MI dnight PAN go LIN roams,-+-+-+-+-+-,-+-+-+++-++,2.0,2,2
273,in meter,none,ocelot,write a line in meter including the word ocelot ,"An ocelot prowls through shadows, sleek and fair.","An ocelot prowls through shadows, sleek and fair.",an O ce LOT.PROWLS through SHA.DOWS SLEEK and FAIR,-+-++-+++-+,-+-++-+++-+,1.0,1,5
274,in meter,none,lemur,write a line in meter including the word lemur ,A nimble lemur leaps through twilight's glow.,A nimble lemur leaps through twilight's glow.,a NIM ble LE mur LEAPS through TWI light's GLOW,-+-+-+-+-+,-+-+-+-+-+,0,0,1
275,in meter,none,lemming,write a line in meter including the word lemming ,The lemming lingers near the edge so sheer.,The lemming lingers near the edge so sheer.,the LEM ming LIN gers NEAR the EDGE so SHEER,-+-+-+-+-+,-+-+-+-+-+,0,0,1
276,in meter,none,otter,write a line in meter including the word otter ,An otter glides through streams with gentle grace.,An otter glides through streams with gentle grace.,an OT ter GLIDES through STREAMS with GEN tle GRACE,-+-+-+-+-+,-+-+-+-+-+,0,0,1
277,in meter,none,parrot,write a line in meter including the word parrot ,A parrot's song repeats the dawn's sweet cheer.,A parrot's song repeats the dawn's sweet cheer.,a PAR rot's SONG re PEATS the DAWN'S sweet CHEER,-+-+-+-+-+,-+-+-+-+++,1.0,1,1
278,in meter,none,squirrel,write a line in meter including the word squirrel ,The nimble squirrel darts through woods so deep.,The nimble squirrel darts through woods so deep.,the NIM ble SQUIR rel DARTS through WOODS so DEEP,-+-+-+-+-+,-+-+-+-+-+,0,0,1
279,in meter,with rhythmic variation,bear,write a line in meter including the word bear with rhythmic variation,"Through forests deep, the shadowed bear does roam.","Through forests deep, the shadowed bear does roam.",through FO rests DEEP the SHA dowed BEAR does ROAM,-+-+-+-+-+,-+-+-+-+-+,0,0,1
280,in meter,with rhythmic variation,whale,write a line in meter including the word whale with rhythmic variation,"Beneath the waves, the mighty whale does glide.","Beneath the waves, the mighty whale does glide.",be NEATH the WAVES the MIGH ty WHALE does GLIDE,-+-+-+-+-+,-+-+-+-+-+,0,0,1
281,in meter,with rhythmic variation,whale,write a line in meter including the word whale with rhythmic variation,"Beneath the waves, the mighty whale does glide.","Beneath the waves, the mighty whale does glide.",be NEATH the WAVES the MIGH ty WHALE does GLIDE,-+-+-+-+-+,-+-+-+-+-+,0,0,1
282,in meter,with rhythmic variation,sloth,write a line in meter including the word sloth with rhythmic variation,"Beneath the shadowed boughs, the sloth does sway.","Beneath the shadowed boughs, the sloth does sway.",be NEATH the SHA dowed BOUGHS the SLOTH does SWAY,-+-+-+-+-+,-+-+-+-+-+,0,0,1
283,in meter,with rhythmic variation,cat,write a line in meter including the word cat with rhythmic variation,A sly old cat dozed softly 'neath the fading light.,A sly old cat dozed softly 'neath the fading light.,a SLY old CAT dozed SOF tly 'NEATH the FA ding LIGHT,-+-+-+-+-+-+,-+++++-+-+-+,2.0,2,4
284,in meter,with rhythmic variation,dog,write a line in meter including the word dog with rhythmic variation,"Upon the hill, the dog does calmly dream.","Upon the hill, the dog does calmly dream.",u PON the HILL the DOG does CALM ly DREAM,-+-+-+-+-+,-+-+-+-+-+,0,0,1
285,in meter,with rhythmic variation,giraffe,write a line in meter including the word giraffe with rhythmic variation,"Upon the plains, the towering giraffe strides high.","Upon the plains, the towering giraffe strides high.",u PON the PLAINS the TO we RING gi RAFFE strides HIGH,-+-+-+-+-+-+,-+-+-+---+++,2.0,2,2
286,in meter,with rhythmic variation,gazelle,write a line in meter including the word gazelle with rhythmic variation,"Beneath the moon, the gazelle leaps in grace.","Beneath the moon, the gazelle leaps in grace.",be NEATH the MOON THE ga ZELLE.LEAPS in GRACE,-+-++-++-+,-+-+--++-+,2.0,2,4
287,in meter,with rhythmic variation,baboon,write a line in meter including the word baboon with rhythmic variation,"Amid the trees, the baboon leaps and howls.","Amid the trees, the baboon leaps and howls.",a MID the TREES THE ba BOON.LEAPS and HOWLS,-+-++-++-+,-+-+--++-+,2.0,2,3
288,in meter,with rhythmic variation,raccoon,write a line in meter including the word raccoon with rhythmic variation,"In moonlit hush, a sly raccoon does prowl.","In moonlit hush, a sly raccoon does prowl.",in MOON lit HUSH a SLY rac COON does PROWL,-+-+-+-+-+,-+++-+-+-+,1.0,1,1
289,in meter,with rhythmic variation,macaw,write a line in meter including the word macaw with rhythmic variation,"Amid the emerald leaves, the macaw calls.","Amid the emerald leaves, the macaw calls.",a MID the E merald LEAVES THE ma CAW calls,-+-+-++-+-,-+-+-+--++,2.0,2,4
290,in meter,with rhythmic variation,alpaca,write a line in meter including the word alpaca with rhythmic variation,"Through hills they wander, soft alpaca coat.","Through hills they wander, soft alpaca coat.",through HILLS they WAN der SOFT al PA ca COAT,-+-+-+-+-+,-+-+-+-+-+,0,0,1
291,in meter,with rhythmic variation,hyena,write a line in meter including the word hyena with rhythmic variation,"Through shadowed plains, the hyena laughs, its cry unevenly wild.","Through shadowed plains, the hyena laughs, its cry unevenly wild.",through SHA dowed PLAINS THE hye N a LAUGHS its CRY u NE ven.ly WILD,-+-++-+-+-+-+--+,-+-+--+-+-+-+--+,2.0,2,4
292,in meter,with rhythmic variation,chinchilla,write a line in meter including the word chinchilla with rhythmic variation,"Beneath the moon, the chinchilla leaps with grace.","Beneath the moon, the chinchilla leaps with grace.",be NEATH the MOON THE chinc HIL la LEAPS with GRACE,-+-++-+-+-+,-+-+--+-+-+,1.0,1,2
293,in meter,with rhythmic variation,coyote,write a line in meter including the word coyote with rhythmic variation,The coyote's howl breaks the still night wide.,The coyote's howl breaks the still night wide.,the.coy OTE'S howl BREAKS the STILL night WIDE,--+-+-+-+,--+++-+++,3.0,3,2
294,in meter,with rhythmic variation,gorilla,write a line in meter including the word gorilla with rhythmic variation,"Among the shadows, the gorilla moves with grace.","Among the shadows, the gorilla moves with grace.",a MONG the SHA.DOWS THE go RIL la MOVES with GRACE,-+-+++-+-+-+,-+-++--+-+-+,1.0,1,2
295,in meter,with rhythmic variation,kangaroo,write a line in meter including the word kangaroo with rhythmic variation,"Beneath the sun, the kangaroo hops free.","Beneath the sun, the kangaroo hops free.",be NEATH the SUN the KAN ga ROO hops FREE,-+-+-+-+-+,-+-+-+-+++,1.0,1,1
296,in meter,with rhythmic variation,platypus,write a line in meter including the word platypus with rhythmic variation,"Beneath the moon, the platypus dives deep.","Beneath the moon, the platypus dives deep.",be NEATH the MOON the PLA ty PUS dives DEEP,-+-+-+-+-+,-+-+-+-+++,1.0,1,1
297,in meter,with rhythmic variation,porcupine,write a line in meter including the word porcupine with rhythmic variation,"Amidst the leaves, a quiet porcupine retreats.","Amidst the leaves, a quiet porcupine retreats.",a MIDST the LEAVES a QUI et POR cu PINE re TREATS,-+-+-+-+-+-+,-+-+-+-+-+-+,0,0,1
298,in meter,with rhythmic variation,pangolin,write a line in meter including the word pangolin with rhythmic variation,"Beneath the moon, the pangolin unfolds.","Beneath the moon, the pangolin unfolds.",be NEATH the MOON the PAN go LIN un FOLDS,-+-+-+-+-+,-+-+-+-+-+,0,0,1
299,in meter,with rhythmic variation,ocelot,write a line in meter including the word ocelot with rhythmic variation,An ocelot prowls where the shadows dance.,An ocelot prowls where the shadows dance.,an O ce LOT prowls WHERE the SHA dows DANCE,-+-+-+-+-+,-+-+++-+++,2.0,2,4
300,in meter,with rhythmic variation,lemur,write a line in meter including the word lemur with rhythmic variation,"The lemur leaps through shadowed, moonlit air.","The lemur leaps through shadowed, moonlit air.",the LE mur LEAPS through SHA dowed MOON lit AIR,-+-+-+-+-+,-+-+-+-+++,1.0,1,1
301,in meter,with rhythmic variation,lemming,write a line in meter including the word lemming with rhythmic variation,A lemming leaps where cliffs dare break the sea.,A lemming leaps where cliffs dare break the sea.,a LEM ming LEAPS where CLIFFS dare BREAK the SEA,-+-+-+-+-+,-+-+-+++-+,1.0,1,1
302,in meter,with rhythmic variation,otter,write a line in meter including the word otter with rhythmic variation,"Through reeds the otter slips, a shadow fleet.","Through reeds the otter slips, a shadow fleet.",through REEDS the OT ter SLIPS a SHA dow FLEET,-+-+-+-+-+,-+-+-+-+-+,0,0,1
303,in meter,with rhythmic variation,parrot,write a line in meter including the word parrot with rhythmic variation,A chattering parrot mocks the quiet night.,A chattering parrot mocks the quiet night.,a CHAT te.ring PAR rot MOCKS the QUI et NIGHT,-+--+-+-+-+,-+--+-+-+-+,1.0,1,2
304,in meter,with rhythmic variation,squirrel,write a line in meter including the word squirrel with rhythmic variation,"Quick as the squirrel, she darts through autumn's gold.","Quick as the squirrel, she darts through autumn's gold.",QUICK as.the SQUIR rel she DARTS through AU tumn's GOLD,+--+--+-+-+,+--+--+-+-+,0,0,1
305,in meter,with a trochaic inversion,bear,write a line in meter including the word bear with a trochaic inversion,"""Strong and steadfast stands the bear, a mighty""","""Strong and steadfast stands the bear, a mighty""",STRONG and STEA dfast STANDS the BEAR a MIGH ty,+-+-+-+-+-,+-+++-+-+-,1.0,1,1
306,in meter,with a trochaic inversion,whale,write a line in meter including the word whale with a trochaic inversion,Upon the vast sea swam the mighty *whale*.,Upon the vast sea swam the mighty *whale*.,u PON the VAST sea SWAM the MIGH ty WHALE,-+-+-+-+-+,-+-+++-+-+,1.0,1,1
307,in meter,with a trochaic inversion,sloth,write a line in meter including the word sloth with a trochaic inversion,"Sloth, unyielding, binds the weary soul.","Sloth, unyielding, binds the weary soul.",u NYI elding BINDS the WEA ry SOUL,-+-+-+-+,-+-+-+-+,0,0,1
308,in meter,with a trochaic inversion,cat,write a line in meter including the word cat with a trochaic inversion,Upon the windowsill the black cat waits.,Upon the windowsill the black cat waits.,u PON the WIN dow SILL the BLACK cat WAITS,-+-+-+-+-+,-+-+-+-+++,1.0,1,1
310,in meter,with a trochaic inversion,giraffe,write a line in meter including the word giraffe with a trochaic inversion,"Amid the tallness, stands the giraffe.","Amid the tallness, stands the giraffe.",a MID the TALL ness STANDS the.gi RAFFE,-+-+-+--+,-+-+-+--+,1.0,1,3
311,in meter,with a trochaic inversion,gazelle,write a line in meter including the word gazelle with a trochaic inversion,"Graceful leaps, the gazelle bounds high.","Graceful leaps, the gazelle bounds high.",GRA ceful LEAPS THE ga ZELLE bounds HIGH,+-++-+-+,+-+--+++,2.0,2,2
312,in meter,with a trochaic inversion,baboon,write a line in meter including the word baboon with a trochaic inversion,A baboon leaps high beneath the waning moon.,A baboon leaps high beneath the waning moon.,a.ba BOON leaps HIGH be NEATH the WA ning MOON,--+-+-+-+-+,--+++-+-+-+,2.0,2,2
313,in meter,with a trochaic inversion,raccoon,write a line in meter including the word raccoon with a trochaic inversion,"Amid the shadowed woods, the sly raccoon.","Amid the shadowed woods, the sly raccoon.",a MID the SHA dowed WOODS the SLY rac COON,-+-+-+-+-+,-+-+-+-+-+,0,0,1
314,in meter,with a trochaic inversion,macaw,write a line in meter including the word macaw with a trochaic inversion,"Amidst the jungle, calls the bright macaw.","Amidst the jungle, calls the bright macaw.",a MIDST the JUN gle CALLS the BRIGHT ma CAW,-+-+-+-+-+,-+-+-+-+-+,0,0,1
